"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA","IR"
"MSHM17533","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM17534","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM17535","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM17536","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",2
"MSHM17537","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",3
"MSHM17538","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",1
"MSHM17539","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",1
"MSHM17540","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",3
"MSHM17541","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",3
"MSHM17542","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",0
"MSHM17543","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",0
"MSHM17544","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",2
"MSHM17545","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",7
"MSHM17546","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",7
"MSHM17547","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",7
"MSHM17548","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",3
"MSHM17549","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",2
"MSHM17550","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",7
"MSHM17551","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM17552","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",3
"MSHM17553","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",4
"MSHM17554","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM17555","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",6
"MSHM17556","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",3
"MSHM17557","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",8
"MSHM17558","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",5
"MSHM17559","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",3
"MSHM17560","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",4
"MSHM17561","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",6
"MSHM17562","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",3
"MSHM17563","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",2
"MSHM17564","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",2
"MSHM17565","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",3
"MSHM17566","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",1
"MSHM17567","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",1
"MSHM17568","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",3
"MSHM17569","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",4
"MSHM17570","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",8
"MSHM17571","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",5
"MSHM17572","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",4
"MSHM17573","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",4
"MSHM17574","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",1
"MSHM17575","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",2
"MSHM17576","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",3
"MSHM17577","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",4
"MSHM17578","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",0
"MSHM17579","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",4
"MSHM17580","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",2
"MSHM17581","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",2
"MSHM17582","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",2
"MSHM17583","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM17584","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",2
"MSHM17585","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",1
"MSHM17586","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",4
"MSHM17587","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",2
"MSHM17588","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",0
"MSHM17589","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",0
"MSHM17590","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",1
"MSHM17591","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",3
"MSHM17592","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",1
"MSHM17593","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",5
"MSHM17594","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",3
"MSHM17595","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",3
"MSHM17596","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",8
"MSHM17597","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",8
"MSHM17598","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",4
"MSHM17599","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",4
"MSHM17600","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM17601","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",2
"MSHM17602","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",3
"MSHM17603","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",6
"MSHM17604","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM17605","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",9
"MSHM17606","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",2
"MSHM17607","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",2
"MSHM17608","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",3
"MSHM17609","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",5
"MSHM17610","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",4
"MSHM17611","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",1
"MSHM17612","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",4
"MSHM17613","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",1
"MSHM17614","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",1
"MSHM17615","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",3
"MSHM17616","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",3
"MSHM17617","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",4
"MSHM17618","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",5
"MSHM17619","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",2
"MSHM17620","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",5
"MSHM17621","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",8
"MSHM17622","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",1
"MSHM17623","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",0
"MSHM17624","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",2
"MSHM17625","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",5
"MSHM17626","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",2
"MSHM17627","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",3
"MSHM17628","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",1
"MSHM17629","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",1
"MSHM17630","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM17631","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",1
"MSHM17632","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",0
"MSHM17633","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",5
"MSHM17634","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",3
"MSHM17635","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",0
"MSHM17636","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",0
"MSHM17637","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",0
"MSHM17638","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",2
"MSHM17639","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",0
"MSHM17640","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",2
"MSHM17641","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",3
"MSHM17642","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",9
"MSHM17643","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",3
"MSHM17644","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",6
"MSHM17645","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",5
"MSHM17646","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",7
"MSHM17647","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",2
"MSHM17648","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",3
"MSHM17649","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",3
"MSHM17650","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",2
"MSHM17651","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",0
"MSHM17652","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",3
"MSHM17653","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",2
"MSHM17654","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",3
"MSHM17655","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",4
"MSHM17656","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",6
"MSHM17657","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",4
"MSHM17658","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",3
"MSHM17659","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",3
"MSHM17660","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",2
"MSHM17661","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",2
"MSHM17662","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",1
"MSHM17663","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",2
"MSHM17664","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",1
"MSHM17665","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",6
"MSHM17666","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",5
"MSHM17667","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",3
"MSHM17668","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",5
"MSHM17669","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",6
"MSHM17670","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",3
"MSHM17671","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",5
"MSHM17672","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",5
"MSHM17673","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",2
"MSHM17674","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",2
"MSHM17675","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",0
"MSHM17676","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",5
"MSHM17677","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM17678","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM17679","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",1
"MSHM17680","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",0
"MSHM17681","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",1
"MSHM17682","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",2
"MSHM17683","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",1
"MSHM17684","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",2
"MSHM17685","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA+Plant extract",2
"MSHM17686","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",3
"MSHM17687","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",1
"MSHM17688","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA+Plant extract",5
"MSHM17689","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",4
"MSHM17690","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",4
"MSHM17691","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",4
"MSHM17692","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",6
"MSHM17693","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",2
"MSHM17694","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA",2
"MSHM17695","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",3
"MSHM17696","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",2
"MSHM17697","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",3
"MSHM17698","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM17699","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",3
"MSHM17700","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA",1
"MSHM17701","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",4
"MSHM17702","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",4
"MSHM17703","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",4
"MSHM17704","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",6
"MSHM17705","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",3
"MSHM17706","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","23","PDA+Plant extract",6
"MSHM17707","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",1
"MSHM17708","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",0
"MSHM17709","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",1
"MSHM17710","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",4
"MSHM17711","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",3
"MSHM17712","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Root","30","PDA+Plant extract",5
"MSHM17713","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",6
"MSHM17714","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",2
"MSHM17715","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA",3
"MSHM17716","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",8
"MSHM17717","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",2
"MSHM17718","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA",4
"MSHM17719","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",1
"MSHM17720","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",2
"MSHM17721","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","23","PDA+Plant extract",2
"MSHM17722","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",2
"MSHM17723","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",3
"MSHM17724","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Leaf","30","PDA+Plant extract",3
"MSHM17725","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM17726","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",1
"MSHM17727","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","23","PDA",0
"MSHM17728","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",1
"MSHM17729","Hoze Soltan Lake","Saline Soil","Winter","Seidlitzia rosmarinus","Branch","30","PDA",8
